FIA Code,Common Name,Genus,Species,Subspecies,PLANTS Code,SCIENTIFIC_NAME
953,Carolina basswood,Tilia,americana,,TIAMC,Tilia americana var. caroliniana
971,winged elm,Ulmus,alata,,ULAL,Ulmus alata
972,American elm,Ulmus,americana,,ULAM,Ulmus americana
973,cedar elm,Ulmus,crassifolia,,ULCR,Ulmus crassifolia
974,Siberian elm,Ulmus,pumila,,ULPU,Ulmus pumila
975,slippery elm,Ulmus,rubra,,ULRU,Ulmus rubra
976,September elm,Ulmus,serotina,,ULSE,Ulmus serotina
977,rock elm,Ulmus,thomasii,,ULTH,Ulmus thomasii
981,California laurel,Umbellularia,californica,,UMCA,Umbellularia californica
986,black mangrove,Avicennia,germinans,,AVGE,Avicennia germinans
987,buttonwood-mangrove,Conocarpus,erectus,,COER2,Conocarpus erectus
988,white mangrove,Laguncularia,racemosa,,LARA2,Laguncularia racemosa
989,American mangrove,Rhizophora,mangle,,RHMA2,Rhizophora mangle
992,melaleuca,Melaleuca,quinquenervia,,MEQU,Melaleuca quinquenervia
993,Chinaberrytree,Melia,azedarach,,MEAZ,Melia azedarach
994,Chinese tallow,Triadica,sebifera,,TRSE6,Triadica sebifera
995,tungoil tree,Vernicia,fordii,,VEFO,Vernicia fordii
996,smoketree,Cotinus,obovatus,,COOB2,Cotinus obovatus
997,Russian olive,Elaeagnus,angustifolia,,ELAN,Elaeagnus angustifolia
998,unknown dead hardwood,Tree,broadleaf,,2TB,Tree broadleaf
999,other or unknown live tree,Tree,unknown,,2TREE,Tree unknown
5092,fleshy hawthorn,Crataegus,succulenta,,CRSU5,Crataegus succulenta
5093,dwarf hawthorn,Crataegus,uniflora,,CRUN,Crataegus uniflora
5145,hedge maple,Acer,campestre,,ACCA5,Acer campestre
5146,vine maple,Acer,circinatum,,ACCI,Acer circinatum
5147,Amur maple,Acer,ginnala,,ACGI,Acer ginnala
5148,paperbark maple,Acer,griseum,,ACGR14,Acer griseum
5149,Painted maple,Acer,mono,,ACMO10,Acer mono
5150,Japanese maple,Acer,palmatum,,ACPA2,Acer palmatum
5151,sycamore maple,Acer,pseudoplatanus,,ACPS,Acer pseudoplatanus
5152,tatarian maple,Acer,tataricum,,ACTA80,Acer tataricum
5154,Freeman maple,Acer,freemanii,,ACFR,Acer freemanii
5155,Miyabe maple,Acer,miyabei,,ACMI7,Acer miyabei
5156,Three Flower Maple,Acer,triflorum,,ACTR7,Acer triflorum
5157,sunset maple,Acer,platanoides x truncatum,,ACPL2,Acer platanoides x truncatum
5163,horse chestnut,Aesculus,hippocastanum,,AEHI,Aesculus hippocastanum
5189,Italian alder,Alnus,cordata,,ALCO13,Alnus cordata
5203,Allegheny serviceberry,Amelanchier,laevis,,AMLA,Amelanchier laevis
5232,Japanese angelica tree,Aralia,elata,,AREL8,Aralia elata
5261,peach palm,Bactris,gasipaes,,BAGA2,Bactris gasipaes
5279,European white birch,Betula,pendula,,BEPE3,Betula pendula
5280,Asian white birch,Betula,platyphylla,,BEPL2,Betula platyphylla
5281,downy birch,Betula,pubescens,,BEPU5,Betula pubescens
5328,South American jelly palm,Butia,capitata,,BUCA15,Butia capitata
5375,Siberian peashrub,Caragana,arborescens,,CAAR18,Caragana arborescens
5378,European hornbeam,Carpinus,betulus,,CABE8,Carpinus betulus
5401,Japanese chestnut,Castanea,crenata,,CACR27,Castanea crenata
5402,European chestnut,Castanea,sativa,,CASA27,Castanea sativa
5411,Chinese catalpa,Catalpa,ovata,,CAOV5,Catalpa ovata
5420,Atlas cedar,Cedrus,atlantica,,CEAT4,Cedrus atlantica
5421,cedar of Lebanon,Cedrus,libani,,CELI6,Cedrus libani
5423,Deodar cedar,Cedrus,deodara,,CEDE2,Cedrus deodara
5435,katsura tree,Cercidiphyllum,japonicum,,CEJA2,Cercidiphyllum japonicum
5443,hinoki false cypress,Chamaecyparis,obtusa,,CHOB8,Chamaecyparis obtusa
5444,sawara-cypress,Chamaecyparis,pisifera,,CHPI12,Chamaecyparis pisifera
5491,Berlandier ash,Fraxinus,berlandieriana,,FRBE,Fraxinus berlandieriana
5492,European ash,Fraxinus,excelsior,,FREX80,Fraxinus excelsior
5493,Caucasian ash,Fraxinus,oxycarpa,,FROX,Fraxinus oxycarpa
5523,rose glorybower,Clerodendrum,bungei,,CLBU,Clerodendrum bungei
5559,bladder senna,Colutea,arborescens,,COAR6,Colutea arborescens
5591,kousa dogwood,Cornus,kousa,,COKO2,Cornus kousa
5600,Turkish hazelnut,Corylus,colurna,,COCO30,Corylus colurna
5603,European smoketree,Cotinus,coggygria,,COCO10,Cotinus coggygria
5776,storehousebush,Cudrania,tricuspidata,,CUTR2,Cudrania tricuspidata
5800,Leyland cypress,Cupressocyparis,leylandii,,CULE2,Cupressocyparis leylandii
5818,quince,Cydonia,oblonga,,CYOB2,Cydonia oblonga
5983,European beech,Fagus,sylvatica,,FASY,Fagus sylvatica
6001,blackbrush wattle,Acacia,anegadensis,,ACAN4,Acacia anegadensis
6002,mulga,Acacia,aneura,,ACAN10,Acacia aneura
6003,auri,Acacia,auriculiformis,,ACAU,Acacia auriculiformis
6004,small Philippine acacia,Acacia,confusa,,ACCO,Acacia confusa
6006,koa,Acacia,koa,,ACKO,Acacia koa
6007,koaoha,Acacia,koaia,,ACKO2,Acacia koaia
6008,porknut,Acacia,macracantha,,ACMA,Acacia macracantha
6009,black wattle,Acacia,mangium,,ACMA12,Acacia mangium
6010,black wattle,Acacia,mearnsii,,ACME80,Acacia mearnsii
6011,blackwood,Acacia,melanoxylon,,ACME,Acacia melanoxylon
6012,spineless wattle,Acacia,muricata,,ACMU,Acacia muricata
6013,gum arabic tree,Acacia,nilotica,,ACNI2,Acacia nilotica
6014,South Wales wattle,Acacia,parramattensis,,ACPA81,Acacia parramattensis
6015,Acacia polyacantha,Acacia,polyacantha,,ACPO3,Acacia polyacantha
6016,silver wattle,Acacia,dealbata,,ACDE3,Acacia dealbata
6017,green wattle,Acacia,decurrens,,ACDE,Acacia decurrens
6018,poponax,Acacia,tortuosa,,ACTO,Acacia tortuosa
6019,Sydney golden wattle,Acacia,longifolia,,ACLO,Acacia longifolia
6020,prickly Moses,Acacia,verticillata,,ACVE2,Acacia verticillata
6021,hollowheart,Acnistus,arborescens,,ACAR,Acnistus arborescens
6023,grugru palm,Acrocomia,media,,ACME2,Acrocomia media
6025,baobab,Adansonia,digitata,,ADDI3,Adansonia digitata
6026,wild lime,Adelia,ricinella,,ADRI,Adelia ricinella
6028,red beadtree,Adenanthera,pavonina,,ADPA,Adenanthera pavonina
6032,Caribbean spiritweed,Aegiphila,martinicensis,,AEMA,Aegiphila martinicensis
6034,yellowwood,Afrocarpus,falcatus,,AFFA,Afrocarpus falcatus
6035,East African yellowwood,Afrocarpus,gracilior,,AFGR,Afrocarpus gracilior
6036,kauri,Agathis,australis,,AGAU4,Agathis australis
6037,Queensland kauri,Agathis,robusta,,AGRO6,Agathis robusta
6042,Titimel,Aglaia,mariannensis,,AGMA14,Aglaia mariannensis
6044,"karasyu, marasau",Aglaia,ponapensis,,AGPO4,Aglaia ponapensis
6046,laga ali,Aglaia,samoensis,,AGSA9,Aglaia samoensis
6048,Olomea,Aidia,cochinchinensis,,AICO2,Aidia cochinchinensis
6049,Aidia racemosa,Aidia,racemosa,,AIRA2,Aidia racemosa
6053,Aiphanes minima,Aiphanes,minima,,AIMI,Aiphanes minima
6055,cream albizia,Albizia,adinocephala,,ALAD,Albizia adinocephala
6056,naked albizia,Albizia,carbonaria,,ALCA8,Albizia carbonaria
6057,Chinese albizia,Albizia,chinensis,,ALCH2,Albizia chinensis
6059,woman's tongue,Albizia,lebbeck,,ALLE,Albizia lebbeck
6060,tall albizia,Albizia,procera,,ALPR,Albizia procera
6061,ukall ra ngebard,Albizia,retusa,,ALRE,Albizia retusa
6062,whiteflower albizia,Albizia,saponaria,,ALSA10,Albizia saponaria
6064,achiotillo,Alchornea,latifolia,,ALLA,Alchornea latifolia
6066,palo de gallina,Alchorneopsis,floribunda,,ALFL3,Alchorneopsis floribunda
6068,ferntree,Filicium,decipiens,,FIDE2,Filicium decipiens
6069,Hawaii alectryon,Alectryon,macrococcus,,ALMA,Alectryon macrococcus
6075,Indian walnut,Aleurites,moluccana,,ALMO2,Aleurites moluccana
6078,lumbang,Aleurites,trisperma,,ALTR11,Aleurites trisperma
6080,palo blanco,Allophylus,crassinervis,,ALCR9,Allophylus crassinervis
6082,palo de caja,Allophylus,racemosus,,ALRA,Allophylus racemosus
6084,chebeludes,Allophylus,ternatus,,ALTE13,Allophylus ternatus
6085,"ebeludes, chebeludes",Allophylus,timorensis,,ALTI2,Allophylus timorensis
6086,Nepal alder,Alnus,nepalensis,,ALNE2,Alnus nepalensis
6088,"chelebiob, elebiong",Alphitonia,carolinensis,,ALCA21,Alphitonia carolinensis
6089,Hawaii kauilatree,Alphitonia,ponderosa,,ALPO3,Alphitonia ponderosa
6091,toi,Alphitonia,zizyphoides,,ALZI,Alphitonia zizyphoides
6092,helecho gigante de la sierra,Alsophila,bryophila,,ALBR4,Alsophila bryophila
6093,Alsophila portoricensis,Alsophila,portoricensis,,ALPO7,Alsophila portoricensis
6095,deviltree,Alstonia,macrophylla,,ALMA16,Alstonia macrophylla
6096,Alstonia pacifica,Alstonia,pacifica,,ALPA22,Alstonia pacifica
6101,black calabash,Amphitecna,latifolia,,AMLA4,Amphitecna latifolia
6103,balsam torchwood,Amyris,balsamifera,,AMBA2,Amyris balsamifera
6107,cashew,Anacardium,occidentale,,ANOC,Anacardium occidentale
6108,Anacolosa glochidiiformis,Anacolosa,glochidiiformis,,ANGL5,Anacolosa glochidiiformis
6109,Anacolosa insularis,Anacolosa,insularis,,ANIN13,Anacolosa insularis
6111,Anadenanthera peregrina,Anadenanthera,peregrina,,ANPE13,Anadenanthera peregrina
6114,cabbagebark tree,Andira,inermis,,ANIN,Andira inermis
6120,canelillo,Aniba,bracteata,,ANBR7,Aniba bracteata
6124,Annona cherimola,Annona,cherimola,,ANCH9,Annona cherimola
6125,ilama,Annona,diversifolia,,ANDI11,Annona diversifolia
6127,mountain soursop,Annona,montana,,ANMO,Annona montana
6128,soursop,Annona,muricata,,ANMU2,Annona muricata
6129,custard apple,Annona,reticulata,,ANRE,Annona reticulata
6131,sugar apple,Annona,squamosa,,ANSQ,Annona squamosa
6134,Antidesma excavatum,Antidesma,excavatum,,ANEX,Antidesma excavatum
6135,Kapua china laurel,Antidesma,kapuae,,ANKA,Antidesma kapuae
6137,Antidesma bunius,Antidesma,bunius,,ANBU3,Antidesma bunius
6138,Antidesma kusaiense,Antidesma,kusaiense,,ANKU3,Antidesma kusaiense
6139,ha a,Antidesma,platyphyllum,,ANPL2,Antidesma platyphyllum
6143,hame,Antidesma,pulvinatum,,ANPU2,Antidesma pulvinatum
6146,placa chiquitu,Antirhea,acutata,,ANAC4,Antirhea acutata
6147,pegwood,Antirhea,coriacea,,ANCO3,Antirhea coriacea
6148,Antirhea inconspicua,Antirhea,inconspicua,,ANIN2,Antirhea inconspicua
6149,palo iloron,Antirhea,lucida,,ANLU3,Antirhea lucida
6150,quina roja,Antirhea,obtusifolia,,ANOB2,Antirhea obtusifolia
6151,Puerto Rico quina,Antirhea,portoricensis,,ANPO3,Antirhea portoricensis
6152,Sintenis' quina,Antirhea,sintenisii,,ANSI,Antirhea sintenisii
6153,monkeypuzzle tree,Araucaria,araucana,,ARAR23,Araucaria araucana
6154,parana pine,Araucaria,angustifolia,,ARAN15,Araucaria angustifolia
6155,New Caledonia pine,Araucaria,columnaris,,ARCO32,Araucaria columnaris
6157,Norfolk Island pine,Araucaria,heterophylla,,ARHE12,Araucaria heterophylla
6159,Alexandra palm,Archontophoenix,alexandrae,,ARAL,Archontophoenix alexandrae
6160,Bangalow palm,Archontophoenix,cunninghamiana,,ARCU2,Archontophoenix cunninghamiana
6161,shoebutton,Ardisia,elliptica,,AREL4,Ardisia elliptica
6162,ausubon,Ardisia,glauciflora,,ARGL11,Ardisia glauciflora
6163,mountain marlberry,Ardisia,luquillensis,,ARLU3,Ardisia luquillensis
6164,Guadeloupe marlberry,Ardisia,obovata,,AROB2,Ardisia obovata
6165,China-shrub,Ardisia,solanacea,,ARSO,Ardisia solanacea
6167,betelnut,Areca,catechu,,ARCA41,Areca catechu
6169,cabo-negro,Arenga,pinnata,,ARPI6,Arenga pinnata
6171,breadfruit,Artocarpus,altilis,,ARAL7,Artocarpus altilis
6173,Artocarpus heterophyllus,Artocarpus,heterophyllus,,ARHE2,Artocarpus heterophyllus
6175,"dugdug, Marianas breadfruit",Artocarpus,mariannensis,,ARMA28,Artocarpus mariannensis
6176,Artocarpus nobilis,Artocarpus,nobilis,,ARNO,Artocarpus nobilis
6177,Marang,Artocarpus,odoratissimus,,AROD2,Artocarpus odoratissimus
6179,taputoi,Arytera,brackenridgei,,ARBR11,Arytera brackenridgei
6180,strawberry tree,Arbutus,unedo,,ARUN4,Arbutus unedo
6181,afia,Ascarina,diffusa,,ASDI14,Ascarina diffusa
6184,Astronidium kusaianum,Astronidium,kusaianum,,ASKU2,Astronidium kusaianum
6185,Astronidium navigatorum,Astronidium,navigatorum,,ASNA10,Astronidium navigatorum
6186,mesekui,Astronidium,palauense,,ASPA37,Astronidium palauense
6187,Astronidium pickeringii,Astronidium,pickeringii,,ASPI11,Astronidium pickeringii
6188,Astronidium samoense,Astronidium,samoense,,ASSA23,Astronidium samoense
6190,Astronidium subcordata,Astronidium,subcordata,,ASSU31,Astronidium subcordata
6193,ifi ifi,Atuna,racemosa,,ATRA2,Atuna racemosa
6197,bilimbi,Averrhoa,bilimbi,,AVBI,Averrhoa bilimbi
6198,carambola,Averrhoa,carambola,,AVCA,Averrhoa carambola
6200,biut,Avicennia,alba,,AVAL,Avicennia alba
6203,Avicennia marina,Avicennia,marina,,AVMA3,Avicennia marina
6206,neem,Azadirachta,indica,,AZIN2,Azadirachta indica
6208,Saitamu,Baccaurea,taitensis,,BATA,Baccaurea taitensis
6212,European larch,Larix,decidua,,LADE2,Larix decidua
6213,ralm,Badusa,palauensis,,BAPA8,Badusa palauensis
6217,Puerto Rico palo de ramon,Banara,portoricensis,,BAPO,Banara portoricensis
6219,Vanderbilt's palo de ramon,Banara,vanderbiltii,,BAVA2,Banara vanderbiltii
6220,sea putat,Barringtonia,asiatica,,BAAS3,Barringtonia asiatica
6221,langaasag,Barringtonia,racemosa,,BARA5,Barringtonia racemosa
6222,falaga,Barringtonia,samoensis,,BASA9,Barringtonia samoensis
6224,Bastardiopsis eggersii,Bastardiopsis,eggersii,,BAEG6,Bastardiopsis eggersii
6226,Napoleon's plume,Bauhinia,monandra,,BAMO2,Bauhinia monandra
6227,petite flamboyant bauhinia,Bauhinia,multinervia,,BAMU3,Bauhinia multinervia
6228,railroadfence,Bauhinia,pauletia,,BAPA3,Bauhinia pauletia
6229,butterfly tree,Bauhinia,purpurea,,BAPU,Bauhinia purpurea
6231,St. Thomas tree,Bauhinia,tomentosa,,BATO,Bauhinia tomentosa
6232,mountain ebony,Bauhinia,variegata,,BAVA,Bauhinia variegata
6233,slugwood,Beilschmiedia,pendula,,BEPE,Beilschmiedia pendula
6235,Caribbean myrtlecroton,Bernardia,dichotoma,,BEDI2,Bernardia dichotoma
6236,Javanese bishopwood,Bischofia,javanica,,BIJA,Bischofia javanica
6238,lipsticktree,Bixa,orellana,,BIOR,Bixa orellana
6240,akee,Blighia,sapida,,BLSA2,Blighia sapida
6241,Texasplume,Bauhinia,lunarioides,,BALU,Bauhinia lunarioides
6242,akupa,Bobea,brevipes,,BOBR3,Bobea brevipes
6243,ahakea lau nui,Bobea,elatior,,BOEL3,Bobea elatior
6244,Hawaii dogweed,Bobea,sandwicensis,,BOSA2,Bobea sandwicensis
6246,ahakea,Bobea,timonioides,,BOTI,Bobea timonioides
6247,parrotweed,Bocconia,frutescens,,BOFR2,Bocconia frutescens
6250,virgata,Boehmeria,virgata,,BOVI7,Boehmeria virgata
6251,white alling,Bontia,daphnoides,,BODA,Bontia daphnoides
6252,bauhinia,Bauhinia,blakeana,,BABL,Bauhinia blakeana
6253,Bourreria radula,Bourreria,radula,,BORA2,Bourreria radula
6255,bodywood,Bourreria,succulenta,,BOSU2,Bourreria succulenta
6257,roble de guayo,Bourreria,virgata,,BOVI2,Bourreria virgata
6258,pink flame tree,Brachychiton,discolor,,BRDI6,Brachychiton discolor
6259,whiteflower kurrajong,Brachychiton,populneum,,BRPO6,Brachychiton populneum
6262,paper mulberry,Broussonetia,papyrifera,,BRPA4,Broussonetia papyrifera
6264,angels-trumpet,Brugmansia,candida,,BRCA12,Brugmansia candida
6266,Oriental mangrove,Bruguiera,gymnorhiza,,BRGY3,Bruguiera gymnorhiza
6267,smallflower bruguiera,Bruguiera,parviflora,,BRPA15,Bruguiera parviflora
6268,Oriental mangrove,Bruguiera,sexangula,,BRSE11,Bruguiera sexangula
6270,West Indian sumac,Brunellia,comocladiifolia,,BRCO6,Brunellia comocladiifolia
6272,American brunfelsia,Brunfelsia,americana,,BRAM4,Brunfelsia americana
6273,Serpentine Hill raintree,Brunfelsia,densifolia,,BRDE4,Brunfelsia densifolia
6274,vega blanca,Brunfelsia,lactea,,BRLA5,Brunfelsia lactea
6275,Puerto Rico raintree,Brunfelsia,portoricensis,,BRPO3,Brunfelsia portoricensis
6277,omail,Buchanania,engleriana,,BUEN,Buchanania engleriana
6278,gasu,Buchanania,merrillii,,BUME4,Buchanania merrillii
6279,omail,Buchanania,palawensis,,BUPA16,Buchanania palawensis
6283,fourleaf buchenavia,Buchenavia,tetraphylla,,BUTE4,Buchenavia tetraphylla
6284,gregorywood,Bucida,buceras,,BUBU,Bucida buceras
6294,cafe falso,Bunchosia,glandulifera,,BUGL2,Bunchosia glandulifera
6295,cafe forastero,Bunchosia,glandulosa,,BUGL,Bunchosia glandulosa
6297,Bunchosia polystachia,Bunchosia,polystachia,,BUPO5,Bunchosia polystachia
6299,Burckella richii,Burckella,richii,,BURI3,Burckella richii
6303,Buxus laevigata,Buxus,laevigata,,BULA10,Buxus laevigata
6306,Vahl's box,Buxus,vahlii,,BUVA,Buxus vahlii
6308,maricao cimun,Byrsonima,crassifolia,,BYCR,Byrsonima crassifolia
6311,Long Key locustberry,Byrsonima,lucida,,BYLU,Byrsonima lucida
6313,doncella,Byrsonima,spicata,,BYSP,Byrsonima spicata
6315,almendrillo,Byrsonima,wadsworthii,,BYWA,Byrsonima wadsworthii
6316,nicker,Caesalpinia,,,CAESA,Caesalpinia spp.
6317,divi divi,Caesalpinia,coriaria,,CACO28,Caesalpinia coriaria
6318,uhiuhi,Caesalpinia,kavaiensis,,CAKA5,Caesalpinia kavaiensis
6319,pride-of-Barbados,Caesalpinia,pulcherrima,,CAPU13,Caesalpinia pulcherrima
6320,sappanwood,Caesalpinia,sappan,,CASA28,Caesalpinia sappan
6325,Surinamese stickpea,Calliandra,surinamensis,,CASU33,Calliandra surinamensis
6326,caparosa,Callicarpa,ampla,,CAAM14,Callicarpa ampla
6328,crimson bottlebrush,Callistemon,citrinus,,CACI15,Callistemon citrinus
6329,weeping bottlebrush,Callistemon,viminalis,,CAVI23,Callistemon viminalis
6331,Callitris columellaris,Callitris,columellaris,,CACO2,Callitris columellaris
6338,Antilles calophyllum,Calophyllum,antillanum,,CAAN22,Calophyllum antillanum
6341,Alexandrian laurel,Calophyllum,inophyllum,,CAIN4,Calophyllum inophyllum
6342,tamanu,Calophyllum,neo-ebudicum,,CANE31,Calophyllum neo-ebudicum
6343,chesemolech,Calophyllum,pelewense,,CAPE15,Calophyllum pelewense
6344,olebtaches,Calophyllum,soulattri,,CASO12,Calophyllum soulattri
6346,roostertree,Calotropis,procera,,CAPR,Calotropis procera
6350,degame,Calycophyllum,candidissimum,,CACA73,Calycophyllum candidissimum
6351,Kiaerskov's lidflower,Calyptranthes,kiaerskovii,,CAKI,Calyptranthes kiaerskovii
6352,limoncillo,Calyptranthes,krugii,,CAKR,Calyptranthes krugii
6353,Luquillo forest lidflower,Calyptranthes,luquillensis,,CALU12,Calyptranthes luquillensis
6354,pale lidflower,Calyptranthes,pallens,,CAPA8,Calyptranthes pallens
6355,Puerto Rico lidflower,Calyptranthes,portoricensis,,CAPO9,Calyptranthes portoricensis
6356,limoncillo de monte,Calyptranthes,sintenisii,,CASI8,Calyptranthes sintenisii
6358,Thomas' lidflower,Calyptranthes,thomasiana,,CATH3,Calyptranthes thomasiana
6359,myrtle of the river,Calyptranthes,zuzygium,,CAZU,Calyptranthes zuzygium
6360,Puerto Rico manac,Calyptronoma,rivalis,,CARI3,Calyptronoma rivalis
6366,kelelacharm,Campnosperma,brevipetiolatum,,CABR18,Campnosperma brevipetiolatum
6370,ilang-ilang,Cananga,odorata,,CAOD,Cananga odorata
6372,mafoa,Canarium,mafoa,,CAHA39,Canarium mafoa
6373,mesecheues,Canarium,hirsutum,,CAHI14,Canarium hirsutum
6374,lukerr,Canarium,indicum,,CAIN42,Canarium indicum
6375,Pili Nut,Canarium,ovatum,,CAOV7,Canarium ovatum
6378,maali,Canarium,vitiense,,CAVI26,Canarium vitiense
6379,Canarium vulgare,Canarium,vulgare,,CAVU9,Canarium vulgare
6380,wild cinnamon,Canella,winterana,,CAWI,Canella winterana
6381,Olasina,Psydrax,merrillii,,CAME35,Psydrax merrillii
6383,burro blanco,Capparis,amplissima,,CAAM13,Capparis amplissima
6384,caper,Capparis,baducca,,CABA2,Capparis baducca
6386,Jamaican caper,Capparis,cynophallophora,,CACY,Capparis cynophallophora
6387,falseteeth,Capparis,flexuosa,,CAFL2,Capparis flexuosa
6389,broadleaf caper,Capparis,hastata,,CAHA9,Capparis hastata
6390,linguam,Capparis,indica,,CAIN5,Capparis indica
6393,crabwood,Carapa,guianensis,,CAGU6,Carapa guianensis
6395,papaya,Carica,papaya,,CAPA23,Carica papaya
6397,scorpionbush,Carmona,retusa,,CARE22,Carmona retusa
6399,fish tail palm,Caryota,mitis,,CAMI36,Caryota mitis
6401,fishtail palm,Caryota,urens,,CAUR3,Caryota urens
6402,rabo de ranton,Casearia,aculeata,,CAAC3,Casearia aculeata
6403,gia verde,Casearia,arborea,,CAAR8,Casearia arborea
6404,Samoan Casearia,Casearia,samoensis,,CASA18,Casearia samoensis
6405,keuert,Casearia,cauliflora,,CACA28,Casearia cauliflora
6406,wild honeytree,Casearia,decandra,,CADE11,Casearia decandra
6407,Guyanese wild coffee,Casearia,guianensis,,CAGU2,Casearia guianensis
6410,crackopen,Casearia,sylvestris,,CASY2,Casearia sylvestris
6415,golden shower,Cassia,fistula,,CAFI3,Cassia fistula
6417,pink shower,Cassia,grandis,,CAGR11,Cassia grandis
6418,apple blossom,Cassia,javanica,,CAJA3,Cassia javanica
6419,gold medallion tree,Cassia,leptophylla,,CALE49,Cassia leptophylla
6425,marbletree,Cassine,xylocarpa,,CAXY,Cassine xylocarpa
6427,goatwood,Cassipourea,guianensis,,CAGU3,Cassipourea guianensis
6429,goatbush,Castela,erecta,,CAER3,Castela erecta
6430,Panama rubbertree,Castilla,elastica,,CAEL5,Castilla elastica
6433,river sheoak,Casuarina,cunninghamiana,,CACU8,Casuarina cunninghamiana
6434,beach sheoak,Casuarina,equisetifolia,,CAEQ,Casuarina equisetifolia
6437,Australian pine,Casuarina,litorea,,CALI8,Casuarina litorea
6439,Haitian catalpa,Catalpa,longissima,,CALO8,Catalpa longissima
6441,trumpet tree,Cecropia,obtusifolia,,CEOB,Cecropia obtusifolia
6443,pumpwood,Cecropia,schreberiana,,CESC9,Cecropia schreberiana
6445,Spanish cedar,Cedrela,odorata,,CEOD,Cedrela odorata
6447,pochote,Ceiba,acuminata,,CEAC4,Ceiba acuminata
6448,pochote,Ceiba,aesculifolia,,CEAE2,Ceiba aesculifolia
6449,kapoktree,Ceiba,pentandra,,CEPE2,Ceiba pentandra
6452,Celtis paniculata,Celtis,paniculata,,CEPA6,Celtis paniculata
6454,almex,Celtis,trinervia,,CETR3,Celtis trinervia
6457,St. John's bread,Ceratonia,siliqua,,CESI3,Ceratonia siliqua
6458,Chinese hackberry,Celtis,sinensis,,CESI8,Celtis sinensis
6460,emeridech,Cerbera,floribunda,,CEFL2,Cerbera floribunda
6461,leva,Cerbera,manghas,,CEMA20,Cerbera manghas
6462,chiute,Cerbera,odollam,,CEOD2,Cerbera odollam
6468,lady of the night cactus,Cereus,hexagonus,,CEHE3,Cereus hexagonus
6469,Cereus hildmannianus,Cereus,hildmannianus,,CEHI3,Cereus hildmannianus
6472,biut,Ceriops,tagal,,CETA2,Ceriops tagal
6473,orange jessamine,Cestrum,aurantiacum,,CEAU2,Cestrum aurantiacum
6474,day jessamine,Cestrum,diurnum,,CEDI6,Cestrum diurnum
6475,galen del monte,Cestrum,laurifolium,,CELA2,Cestrum laurifolium
6477,night jessamine,Cestrum,nocturnum,,CENO,Cestrum nocturnum
6480,European fan palm,Chamaerops,humilis,,CHHU7,Chamaerops humilis
6481,jointed sandmat,Chamaesyce,articulata,,CHAR8,Chamaesyce articulata
6482,koko,Chamaesyce,atrococca,,CHAT2,Chamaesyce atrococca
6483,ekoko,Chamaesyce,celastroides,,CHCE,Chamaesyce celastroides
6492,Herbsts sandmat,Chamaesyce,herbstii,,CHHE3,Chamaesyce herbstii
6493,kokomalei,Chamaesyce,kuwaleana,,CHKU,Chamaesyce kuwaleana
6494,alpine sandmat,Chamaesyce,olowaluana,,CHOL3,Chamaesyce olowaluana
6495,Koolau Range sandmat,Chamaesyce,rockii,,CHRO2,Chamaesyce rockii
6497,Napali coast papala,Charpentiera,densiflora,,CHDE3,Charpentiera densiflora
6498,ellipticleaf papala,Charpentiera,elliptica,,CHEL,Charpentiera elliptica
6499,broadleaf papala,Charpentiera,obovata,,CHOB2,Charpentiera obovata
6500,Koolau Range papala,Charpentiera,ovata,,CHOV2,Charpentiera ovata
6504,Waianae Range papala,Charpentiera,tomentosa,,CHTO3,Charpentiera tomentosa
6507,Domins club,Cheirodendron,dominii,,CHDO3,Cheirodendron dominii
6508,Fauries club,Cheirodendron,fauriei,,CHFA,Cheirodendron fauriei
6509,olapa,Cheirodendron,forbesii,,CHFO4,Cheirodendron forbesii
6510,lapalapa,Cheirodendron,platyphyllum,,CHPL,Cheirodendron platyphyllum
6511,swamp bay,Persea,palustris,,PEPA37,Persea palustris
6514,olapalapa,Cheirodendron,trigynum,,CHTR2,Cheirodendron trigynum
6516,Amur corktree,Phellodendron,amurense,,PHAM2,Phellodendron amurense
6517,alaweo,Chenopodium,oahuense,,CHOA,Chenopodium oahuense
6519,hueso,Chionanthus,axilliflorus,,CHAX2,Chionanthus axilliflorus
6520,bridgotree,Chionanthus,compactus,,CHCO12,Chionanthus compactus
6521,white rosewood,Chionanthus,domingensis,,CHDO4,Chionanthus domingensis
6522,hueso prieto,Chionanthus,holdridgei,,CHHO4,Chionanthus holdridgei
6523,cabra blanca,Chionanthus,ligustrinus,,CHLI6,Chionanthus ligustrinus
6524,Chinese fringetree,Chionanthus,retusus,,CHRE9,Chionanthus retusus
6525,vitiensis,Chionanthus,vitiensis,,CHVI22,Chionanthus vitiensis
6526,puntaj jayuya,Chione,seminervis,,CHSE5,Chione seminervis
6528,fatpork,Chione,venosa,,CHVE4,Chione venosa
6529,african teak,Chlorophora,excelsa,,CHEX5,Chlorophora excelsa
6532,silk-floss tree,Chorisia,speciosa,,CHSP13,Chorisia speciosa
6533,Sakhalin spruce,Picea,glehnii,,PIGL7,Picea glehnii
6535,icaco coco plum,Chrysobalanus,icaco,,CHIC,Chrysobalanus icaco
6538,Serbian spruce,Picea,omorika,,PIOM2,Picea omorika
6539,bastard redwood,Chrysophyllum,argenteum,,CHAR6,Chrysophyllum argenteum
6541,star apple,Chrysophyllum,cainito,,CHCA10,Chrysophyllum cainito
